typeClass,disorder,medicine,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15,symptom16,symptom17,symptom18,symptom19,symptom20,symptom21,symptom22,symptom23,symptom24,symptom25,symptom26,symptom27,symptom28,symptom29,symptom30,symptom31,symptom32,symptom33,symptom34,symptom35,symptom36,symptom37,symptom38,symptom39,symptom40,symptom41,symptom42,symptom43,symptom44,symptom45,symptom46,symptom47,symptom48,symptom49,symptom50,symptom51,symptom52,symptom53,symptom54,symptom55,symptom56,symptom57,symptom58,symptom59,symptom60,symptom61,symptom62,symptom63,symptom64,symptom65,symptom66,symptom67,symptom68,symptom69,symptom70,symptom71,symptom72,symptom73,symptom74,symptom75,symptom76
See_Treatment_for_Henoch-Schnlein_purpura
Treatment_for_immunoglobulin_A_vasculitis:
The_disease_is_often_self-limiting_over_a_4-_to_6-week_course_but_recurrence_may_occur.
Follow-up_should_be_arranged_with_a_primary_care_provider_who_can_monitor_renal_function.
Provide_supportive_treatment.
If_abdominal_pain_is_severe_and_affecting_oral_intake,_give_corticosteroids,_eg,_prednisone_1-2_mg/kg_once_daily_orally_for_2_weeks.
Admission_may_be_indicated_if_there_is_severe_gastrointestinal_or_renal_involvement.
More_aggressive_immunosuppression_is_needed_for_significant_renal_disease_and_should_be_done_in_consultation_with_a_pediatric_nephrologist.
.

Vesicular_rashes
See_Treatment_for_HSV.
See_Treatment_for_varicella.
See_Treatment_for_hand-foot-mouth_disease.
Treatment_for_SJS/toxic_epidermal_necrolysis:
Treatment_includes_withdrawal_or_cessation_of_precipitating_agents.
Aggressive_supportive_care_includes_wound_care,_intravenous_fluid_and_electrolyte_replacement,_nutrition,_and_pain_control.
Involve_ophthalmology_and_gynecology_as_needed_for_affected_mucosal_surfaces.
Promptly_transfer_patients_to_ICU_and/or_burn_center_for_management.
Superinfections_can_be_severe;_monitor_closely_for_these.
Prophylactic_antibiotics_are_not_felt_to_be_helpful.
Treatment_for_Staphylococcal_scalded_skin_syndrome:
Antibiotics
Choose_one_of_the_following:_(in_alphabetical_order)
Nafcillin_100-150_mg/kg_per_day_intravenous_divided_every_6_hours_(maximum_daily_dose_12_g)
Oxacillin_100-150_mg/kg_per_day_intravenous_divided_every_6_hours_(maximum_daily_dose_12_g)
If_the_patient_is_systemically_ill_and/or_local_methicillin-resistant_Staphylococcus_aureus_rates_are_high,_vancomycin_can_be_used.
Cases_of_significant_skin_involvement_should_be_managed_by_a_burn_center.
Fluid_resuscitation_is_essential_to_compensate_for_losses_from_open_skin
Miscellaneous_maculopapular_morphology
See_Treatment_for_Kawasaki_disease
See_Treatment_for_multisystem_inflammatory_syndrome_in_children
See_Treatment_for_toxic_shock_syndrome
See_Treatment_for_pityriasis_rosea_and_other_maculopapular_rashes
See_Treatment_for_atopic_dermatitis",Emergent_diagnoses,Purpuric/Petechial_Rashes,Meningococcus,Hemolytic_uremic_syndrome,Immune_thrombocytopenic_purpura_(ITP),Disseminated_intravascular_coagulation_(DIC),Vesicular_Rashes,Herpes_simplex_virus_(HSV),Varicella_if_complications,Desquamating_Rashes,Stevens-Johnson_syndrome_(SJS)/toxic_epidermal_necrolysis,Staphylococcal_scalded_skin_syndrome,Toxic_shock_syndrome,Maculopapular,Kawasaki_disease,Multisystem_inflammatory_syndrome_in_children,Anaphylaxis/allergic_reaction,Rocky_Mountain_spotted_fever,Common_non-emergent_diagnoses,Purpuric/Petechial,Henoch-Schnlein_Purpura,Vesicular,Varicella_without_substantial_complications,Hand-foot-mouth_disease,Scabies,Desquamating,Bullous_impetigo,Maculopapular,Pityriasis_rosea,Atopic_dermatitis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

20,Cutaneous_Fungal_Infections,"Candidal_intertrigo
First_line_treatment_is_topical_clotrimazole_1%,_miconazole_2%,_and_oxiconazole_1%_applied_twice_daily_for_1-3_weeks._Ketoconazole_2%_cream_once_a_day_for_2_weeks.
Azole,_benzylamine,_and_allylamine_antifungal_creams_are_favored_over_nystatin_due_to_the_antibacterial_and_anti-inflammatory_effects
Nystatin_cream_(100,000_units/g)_is_an_option,_but_lack_the_antibacterial_and_anti-inflammatory_effects
Hydrocortisone_2.5%_twice_a_day_for_one_week_may_help_reduce_severe_pruritis_but_should_be_used_with_caution_due_to_atrophy_in_the_already_thin_epidermis_of_flexural_areas
Oral_fluconazole_150_mg_once_a_week_for_four_weeks_may_be_used_for_resistant_infections
Oral_ketoconazole_should_not_be_used_for_the_treatment_of_intertrigo_due_to_hepatotoxicity_and_adrenal_insufficiency
Candidal_diaper_dermatitis
First_line_treatment_is_a_topical_imidazole,_such_as_clotrimazole_cream_1%_or_miconazole_cream_2%,_applied_twice_a_day_for_2_weeks
Nystatin_cream_(100,000_units/g)_may_also_be_used,_but_some_Candida_is_resistant
Balanitis
First_line_treatment_is_topical_imidazole_either_clotrimazole_1%_or_miconazole_2%_twice_daily_for_1-3_weeks
Nystatin_cream_(100,000_units/g)_is_second_line_treatment,_in_particular_in_patients_with_allergies_to_imidazoles
Fluconazole_150_mg_by_mouth_x_1_or_combination_of_imidazole_and_hydrocortisone_1%_twice_daily_x_1_week_may_be_used_for_refractory_cases
Lactobacillus_containing_yogurt_has_a_theoretical_benefit_of_reducing_candidal_colonization_in_the_genitalia
Female_sexual_partners_should_be_offered_testing_or_empiric_treatment
Mastitis
First_line_treatment_is_either_miconazole_2%,_clotrimazole_1%,_or_nystatin_(100,000_units/g)_cream_by_gentle_massage_to_the_breast_after_every_breastfeeding_session_for_14_days_plus_giving_nystatin_suspension_to_infant
Infant_also_must_be_treated_with_either_miconazole_25_mg_oral_gel_or_nystatin_100,000_IU_oral_suspension_four_times_daily_for_14_days
Oral_nystatin_suspension_to_infant
Oral_fluconazole_200_mg_per_day_for_2-4_weeks_is_recommended_for_resistant_cases_for_the_lactating_mother_as_well_as_oral_medication_for_the_infant_during_the_same_time
Tinea_capitis
In_children_older_than_2_years,_first_line_treatment_is_with_microsize_griseofulvin_20-25_mg/kg/day_(maximum_1,000_mg/day)_or_ultramicrosize_griseofulvin_10-15_mg/kg/day_(maximum_750_mg/day)_taken_once_or_twice_daily_for_6_weeks_or_2_weeks_after_resolution_(range_of_6-12_weeks)_without_need_for_laboratory_monitoring_with_complete_blood_count_and_liver_function_test_(LFT)_in_healthy_children_unless_therapy_is_continued_beyond_8_weeks_or_is_being_repeated.
In_children_older_than_4_years,_weight_based_dosing_with_terbinafine_62.5_mg_(10-20_kg),_125_mg_(20-40_kg)_or_250_mg_(greater_than_40_kg)_once_daily_for_4-6_weeks_may_be_given_after_normal_baseline_LFT_is_obtained_and_repeated_with_the_addition_of_a_complete_blood_count_if_therapy_is_continued_beyond_6_weeks.
Fluconazole_6_mg/kg_(maximum_400_mg)_once_daily_for_3-6_weeks_or_8_mg/kg_once_weekly_for_8-12_weeks_after_normal_baseline_LFT_is_obtained
Itraconazole_3-5_mg/kg_(maximum_400_mg)_once_daily_for_4-6_weeks_or_3-5_mg/kg_once_daily_for_one_week_each_month_for_2-3_months_after_normal_baseline_LFT_is_obtained.
Selenium_sulfide_2.5%_or_ketoconazole_2%_topical_shampoos_used_2-3_times_weekly_as_adjunct
Kerion_may_benefit_from_the_addition_of_prednisone_1_mg/kg/day_for_1-2_weeks_for_control_of_inflammation.
Evaluation_of_family_members_is_advised.
Patients_should_not_share_towels,_hairbrushes,_hats,_etc.
Tinea_corporis
First_line_treatment_is_with_topical_imidazoles_(clotrimazole,_miconazole,_ketoconazole,_econazole),_allylamines_(terbinafine_and_naftifine),_tolnaftate,_butenafine_and_ciclopirox_applied_twice_daily_for_1_week_after_clinical_clearance_(typically_10-14_days).
Nystatin_is_ineffective_for_dermatophyte_infections.
Extensive_skin_involvement_or_hair-bearing_areas_can_be_treated_with_oral_griseofulvin_15-20_mg/kg/day_for_2-4_weeks.
Alternative_systemic_treatment_is_otherwise_identical_to_that_of_tinea_capitis.
Tinea_cruris
First_line_is_topical_econazole_cream_applied_twice_daily_for_2-4_weeks.
Combination_antifungal/corticosteroid_creams_should_be_avoided_due_to_rapid_atrophy_of_skin_in_the_groin.
Short_course_griseofulvin_(similar_to_that_used_in_tinea_corporis)_may_be_considered_in_severe_cases.
Antifungal_powder_may_be_applied_daily_after_resolution_to_prevent_recurrence.
Patients_should_be_advised_to_wear_loose,_cotton_underwear_and_put_on_socks_before_underwear.
Tinea_pedis
Topical_miconazole,_clotrimazole_or_terbinafine_applied_twice_daily_or_econazole,_ketoconazole_or_naftifine_applied_once_daily_for_2-3_weeks_is_considered_first-line.
Acute_vesiculobullous_tinea_pedis_should_be_treated_with_oral_griseofulvin_for_6_weeks_and_Burrow?s_solution_soaked_wet_compresses_applied_for_30_minutes_several_times_daily_for_symptomatic_relief.
Absorbent_antifungal_foot_powder_may_be_applied_between_the_toes_once_daily_after_resolution_to_prevent_recurrence.
Patients_should_wear_looser_shoes_with_cotton_socks_replaced_as_soon_as_possible_after_becoming_wet.
The_groin_should_be_dried_before_the_feet_to_prevent_tinea_cruris.
Tinea_unguium
Treatment_is_not_necessary_but_may_be_indicated_based_on_patient_preference,_discomfort,_or_risk_for_dissemination.
Weight_based_terbinafine,_62.5_mg_(10-20_kg),_125_mg_(20-40_kg)_or_250_mg_(greater_than_40_kg)_once_daily_for_12_weeks_after_baseline_LFT_and_laboratory_confirmation_of_disease_is_obtained,_is_considered_first_line_treatment.
Itraconazole_3-5_mg/kg_(maximum_200_mg)_once_daily_for_12_weeks_after_baseline_LFT_is_obtained_is_an_alternative_but_has_a_higher_rate_of_drug-drug_interaction.
Tinea_versicolor
Selenium_sulfide_shampoo
Terbinafine_gel
Topical_azole",Physical_exam,Candidal_intertrigo_is_seen_in_between_toes,armpits,under_pannus,groin_and_under_breasts._Rash_is_erythematous_and_macerated_with_scaly_edges,Candidal_dermatitis_(Diaper_rash)_presents_on_skin_surfaces_in_contact_with_diaper_with_beefy_red_plaques_and_satellite_lesions,Candidal_balanitis_presents_on_the_glans_penis_with_itchy_painful_erythematous_rash_or_white_blotches,Candidal_mastitis_is_seen_in_lactating_females_with_flaky_skin_of_the_affected_nipple_and_associated_with_infant_thrush,Tinea_capitis_typically_presents_with_scalp_scaling_and_patchy_alopecia,which_may_reveal_a_?black_dot?_appearance,due_to_broken_hair_shafts,Tinea_capitis_may_be_complicated_with_erythema,induration,bogginess_and_tenderness_with_kerion_formation,Tinea_corporis_presents_with_annular_plaques_with_raised,erythematous,scaling,papular_borders_and_central_clearance,Tinea_cruris_presents_with_sharply_demarcated,irregular_half-moon_shaped_patches_with_hyperpigmented_centers_and_scaly,papulovesicular_borders_extending_from_the_inguinal_folds_to_the_upper_thighs_and_gluteal_cleft,Tinea_pedis_may_present_with_macerated_and_scaling_interdigital_web_spaces_and_fissuring_of_the_plantar_foot,Tinea_unguium_(onychomycosis)_presents_with_thickened,opaque,crumbled_and_cracked_nails_with_keratotic_debris_under_the_nail_plate,Tinea_versicolor_(pityriasis_versicolor)_is_actually_caused_by_a_non-tinea_fungus_Malassezia_furfur_and_causes_either_asymptomatic_or_mildly_itchy_patches_of_hypopigmented_or_pink_skin_on_the_trunk,neck_or_arms._Most_commonly,this_is_seen_on_the_upper_back,Differential_diagnosis,Contact_dermadtitis,Eczema_(nummular_eczema),Seborrheic_dermatitis,Candida_dermatitis,Tinea_(pityriasis)_versicolor,Pityriasis_rosea,Erythrasma,Granuloma_annulare,Intertrigo,Impetigo,Cellulitis,Psoriasis,Leukonychia,Lupus_erythematosus,Diagnostic_tests,Diagnosis_is_clinically_suspected_but_may_be_confirmed_with_microscopic_evaluation_of_fungal_elements_on_potassium_hydroxide_wet_mount,Candida_will_present_as_budding_yeast_with_or_without_pseudohyphae,Dermatophytes_will_present_as_segmented_hyphae,Fungal_culture_may_be_used_to_identify_the_causative_organism,though_rarely_needed,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

21,Dermatitis,"Treatment_varies_depending_on_the_underlying_cause_of_dermatitis.
Emollients_and_topical_steroids_for_atopic_dermatitis
Antibiotics_or_antivirals_for_superinfection
Antifungals_for_seborrheic_dermatitis
Avoidance,_barrier_creams,_and_emollients_for_contact_dermatitis
Topical_steroids_as_initial_treatment_for_psoriasis",Diagnostic_tests,Lab_tests_and_imaging_are_typically_not_indicated,If_there_is_evidence_of_systemic_illness_or_erythroderma,obtain_a_complete_blood_count_and_comprehensive_metabolic_panel_to_evaluate_for_end-organ_dysfunction_or_electrolyte_abnormalities,Skin_biopsy_is_usually_of_limited_utility,Consider_dermatology_referral_if_unclear_diagnosis_or_widespread_disease,Differential_diagnosis,Atopic_dermatitis,Seborrheic_dermatitis,Contact_dermatitis,Psoriasis,Cellulitis,Practitioners_should_also_rule_out_life-threatening_skin_infections,such_as_drug_reaction_with_eosinophilia_and_systemic_symptoms,Stevens-Johnson_syndrome/toxic_epidermal_necrolysis,and_staphylococcal_scalded_skin_syndrome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

22,Dermatologic_Manifestations_of_Herpes_Simplex_Virus,"Note:_Antivirals_do_not_prevent_recurrent_episodes_but_do_decrease_viral_shedding_and_duration_of_symptoms.
Orofacial_or_cutaneous_infection
Primary_infection:_Treat_patients_with_oropharyngeal_lesions_who_present_within_72_hours_of_symptom_onset_or_with_new_lesions_if_>72_hours_of_symptoms:
Acyclovir_400_mg_by_mouth_every_8_hours_for_7-10_days_or
Acyclovir_200_mg_by_mouth_5_times_per_day_for_7-10_days_or
Famciclovir_250_mg_by_mouth_every_8_hours_for_7-10_days_or
Famciclovir_500_mg_by_mouth_every_12_hours_for_7-10_days_or
Valacyclovir_1000_mg_orally_by_mouth_every_12_hours_for_7-10_days
Recurrent_infection:
No_antiviral_therapy:_consider_if_the_patient_has_mild_or_infrequent_disease_(treat_with_topical_anesthetics).
Episodic_therapy:_consider_if_the_patient_has_either_frequent_or_severe_episodes_and_a_well-defined_prodrome:
Acyclovir_400_mg_by_mouth_every_8_hours_for_5_days_or
Famciclovir_750_mg_by_mouth_every_12_hours_for_1_day_or
Famciclovir_1,500_mg_by_mouth_for_1_day_or
Valacyclovir_2,000_mg_by_mouth_for_1_day
Chronic_suppressive_therapy:_consider_if_the_patient_has_either_frequent_or_severe_episodes_without_a_well-defined_prodrome:
Acyclovir_400_mg_by_mouth_every_8_hours_for_7-10_days_or
Valacyclovir_500_mg_by_mouth_every_24_hours
Breakthrough_episodes:_increase_dose_to_1,000_mg_by_mouth_every_24_hours
Genital_infection
Primary_infection:_treat_patients_who_present_within_72_hours_of_symptom_onset_or_if_>72_hours_of_symptoms_with_new_lesions.
All_patients_with_genital_HSV_should_be_treated_because_they_can_have_a_prolonged_course,_with_severe_ulcerations,_even_if_initial_symptoms_are_mild:
Acyclovir_400_mg_by_mouth_every_8_hours_for_7-10_days_or
Famciclovir_250_mg_by_mouth_every_8_hours_for_7-10_days_or
Valacyclovir_1,000_mg_orally_by_mouth_every_12_hours_for_7-10_days
Recurrent_infection_is_often_treated_with_antivirals_due_to_increased_likelihood_of_reactivation;_treatment_strategy_should_be_tailored_to_patient_preference:
No_antiviral_therapy:_consider_if_the_patient_is_not_sexually_active_or_has_mild,_infrequent_disease.
Episodic_therapy:_consider_if_the_patient_has_less_frequent_reactivation_(<6_recurrent_episodes_per_year),_a_well-defined_prodrome,_moderate_symptoms,_or_does_not_want_to_take_a_daily_medication.
Treatment_should_be_initiated_within_24_hours_at_the_first_sign_of_recurrence:
Acyclovir_800_mg_by_mouth_every_8_hours_for_2_days_or
Acyclovir_800_mg_by_mouth_every_12_hours_for_5_days_or
Acyclovir_400_mg_by_mouth_every_8_hours_for_5_days_or
Famciclovir_1,000_mg_by_mouth_every_12_hours_for_1_day_or
Famciclovir_125_mg_by_mouth_every_12_hours_for_5_days_or
Famciclovir_500_mg_by_mouth_once_followed_by_250_mg_by_mouth_every_12_hours_for_2_days_or
Valacyclovir_500_mg_by_mouth_every_12_hours_for_3_days_or
Valacyclovir_1,000_mg_by_mouth_every_24_hours_for_5_days
Chronic_suppressive_therapy:_consider_if_the_patient_has_frequent_reactivation_(ò6_recurrent_episodes_per_year),_severe_symptoms,_no_prodrome,_or_wants_to_reduce_risk_of_transmission_to_uninfected_sexual_partner.
The_need_for_ongoing_suppressive_therapy_should_be_discussed_at_least_yearly_because_the_number_of_recurrences_decreases_with_time.
Acyclovir_400_mg_by_mouth_every_12_hours_or
Famciclovir_250_mg_by_mouth_every_12_hours_or
Valacyclovir_500_mg_by_mouth_every_24_hours_or
Valacyclovir_1,000_mg_by_mouth_every_24_hours
This_regimen_is_if_there_are_more_than_10_recurrences_per_year.
Ocular_infection:_provide_ophthalmology_referral_and_topical/oral_antivirals;_avoid_topical_steroids.
Oral_antiviral_(stop_1_week_after_clearing_of_lesions):
Acyclovir_200_mg_by_mouth_5_times_per_day_or
Valacyclovir_500_mg_by_mouth_every_8_hours
Topical_antiviral_(stop_3_days_after_clearing_of_lesions):
Acyclovir_ophthalmic_ointment_3%_applied_to_the_affected_eye(s)_5_times_a_day
Neurologic_infection:_initiate_intravenous_therapy_as_soon_as_diagnosis_is_suspected_due_to_high_morbidity_and_mortality_associated_with_HSV_encephalitis:
Acyclovir_10_mg/kg_intravenous_every_8_hours
Disseminated_or_visceral_infection:_initiate_intravenous_therapy_with_duration_of_treatment_dependent_on_patient?s_response:
Acyclovir_5_mg/kg_intravenous_every_8_hours",Diagnostic_tests,HSV_is_a_clinical_diagnosis_based_on_a_characteristic_grouped_painful_vesicular_rash_in_a_non-dermatomal_distribution,If_confirmation_is_required,HSV_DNA_polymerase_chain_reaction_(PCR)_of_vesicular_fluid_is_the_test_of_choice,Viral_cultures_or_direct_fluorescent_antibody_are_also_used_for_diagnosis,HSV_DNA_PCR_is_more_sensitive_than_viral_culture_(traditional_gold_standard),Tzanck_smear_is_rarely_used_because_it_has_low_sensitivity_and_specificity,Serologic_testing_for_antibodies_against_HSV-1_and_HSV-2_has_limited_diagnostic_utility_in_acute_infections,Positive_antibody_titers_are_suggestive_of_prior_infection_and_do_not_correlate_with_positive_cultures_or_presence_of_lesions,Ocular:,Clinical_diagnosis_is_based_on_pathognomonic_dendritic_lesions,HSV_DNA_PCR_or_viral_culture_can_be_used_to_confirm_diagnosis_if_diagnosis_is_uncertain,Neurologic:,Cerebrospinal_fluid_(CSF)_HSV_DNA_PCR,CSF_protein_and_cell_count_(lymphocyte_predominance_with_red_blood_cells),Brain_biopsy_(traditional_diagnostic_test),Computed_tomography_or_magnetic_resonance_imaging_may_suggest_diagnosis_(temporal_lobe_lesions),Electroencephalogram:_rarely_used_in_the_ED_(intermittent,high-amplitude_slow_waves_localized_to_the_temporal_lobes),Differential_diagnosis,Orofacial_infection:,Aphthous_ulcer,Coxsackievirus_(Hand-foot-and-mouth_disease,herpangina),Mononucleosis,Herpes_zoster,Stevens-Johnson_syndrome,Behet?s_disease,Genital_infection:,Syphilis,Chancroid,Behet?s_disease,Finger_infection:,Paronychia_and_Felon,Cellulitis,Orbital_infection:,Herpes_zoster_ophthalmicus,Corneal_abrasion,Neurologic_infection:,Bacterial_meningitis,Stroke,Intracerebral_hemorrhage,Brain_tumor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

23,Dermatologic_Manifestations_of_VZV,"Uncomplicated_herpes_zoster_regimens_(start_within_72_hours_of_rash_onset_or_if_developing_new_lesions_more_than_72_hours_after_rash_onset):
Valacyclovir_1.000_mg_by_mouth_every_8_hours_for_7_days_
Famciclovir:_500_mg_by_mouth_every_8_hours_for_7_days
Acyclovir:_800_mg_by_mouth_5_times_a_day_for_7_days
Complicated_herpes_zoster
Herpes_zoster_ophthalmicus
Consult_ophthalmology;_start_oral_antiviral_(see_above)_and_topical_steroid_(reduce_inflammation)
Immunocompromised_or_sight-threatening_disease:
Acyclovir_10_mg/kg_intravenous_every_8_hours_for_7_days_
Ramsay_Hunt_syndrome
Valacyclovir_1,000_mg_by_mouth_every_8_hours_for_7_to_10_days_plus
Prednisone_1_mg/kg_by_mouth_every_24_hours_for_5_days
Acyclovir_10_mg/kg_intravenous_every_8_hours_for_7_days_
Severe_cases_(hearing_loss,_vertigo,_tinnitus)
Acyclovir_10_mg/kg_intravenous_every_8_hours_for_7_days_
Varicella_zoster_virus_encephalitis
Acyclovir_10_mg/kg_intravenous_every_8_hours_for_7_days_
Acute_analgesia
Mild_acute_neuritis:
Ibuprofen,_acetaminophen,_or_topical_lidocaine
Moderate_to_severe_acute_neuritis:
Consider_a_nerve_block_as_an_alternative_to_opioids.
Consider_an_adjunctive_medication,_eg,_corticosteroid_if_no_contraindication,_gabapentin,_or_a_tricyclic_antidepressant.
Postherpetic_neuralgia
Difficult_to_treat?usually_requires_multimodal_therapy
Mild_pain:
Ibuprofen,_acetaminophen
Topical_lidocaine
Topical_capsaicin_cream
Moderate_to_severe_pain:
Gabapentin_immediate-release
On_Day_1,_give_gabapentin_300_mg_by_mouth_once,_followed_by_300_mg_by_mouth_every_12_hours,_followed_by_300_mg_by_mouth_every_8_hours.
Usual_maintenance_dose_is_300_mg_to_600_mg_by_mouth_every_8_hours_(maximum_daily_dose_1,800_mg).
Pregabalin_immediate-release:
Starting_dose_is_pregabalin_150-300_mg_per_day_by_mouth_divided_every_8-12_hours.
After_7_days,_the_dose_may_be_increased_to_pregabalin_300_mg/day_by_mouth_divided_every_8-12_hours._Titrate_to_effect;_if_pain_is_increasing_after_2_to_4_weeks,_the_dose_may_be_increased_up_to_pregabalin_600_mg_per_day_by_mouth_every_8-12_hours_(maximum_daily_dose_600_mg).
Refractory_pain_(these_interventions_are_generally_not_started_in_the_ED):
Tricyclic_antidepressant
Opioid
Botulinum_toxin
Nerve_stimulation
Nerve_cryotherapy
Cognitive_and_behavioral_therapies",Clinical_diagnosis,If_a_patient_has_atypical_lesions_(ie,hemorrhagic_lesion),has_recurrent_episode,or_is_immunocompromised,consider_laboratory_confirmation,Testing_options_include_varicella_zoster_virus_DNA_polymerase_chain_reaction_(PCR),direct_fluorescent_antibody,and_viral_culture,Obtain_the_sample_from_unroofed_or_recently_ruptured_vesicles,Differential_diagnosis,Herpes_simplex_virus_infection,Coxsackievirus_infection,Measles,Rickettsialpox,Contact_dermatitis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
